source_group_id,question,T3_SS_false_reject,T4_SS_false_reject,T5_SS_false_reject,T3_SS_d_raw,T4_SS_d_raw,T5_SS_d_raw
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,What can have complex effects on soil nutrient concentrations?,True,True,True,-4.8125,-14.9023,-9.1875
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,Earthquakes occur most often at which natural feature?,True,True,True,-11.2812,-18.2344,-15.9395
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,"What phylum includes sponges, which are aquatic invertebrates?",True,True,True,-17.9688,-20.2812,-16.2266
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,What is the remarkable ring of light around the sun called?,True,True,True,-4.8125,-12.8438,-14.5801
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,Many replication forks develop along a what?,False,True,True,12.9219,-10.3125,-6.6875
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,What kind of feeders are sponges?,True,True,True,-5.3125,-10.9688,-12.8438
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,Electric motors transform electrical energy into what other form of energy?,True,True,True,-17.1953,-19.6875,-17.5312
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,Fungi that reproduce sexually create what?,True,True,True,-12.2812,-17.7734,-12.7344
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,"What are an important predators of mosquitoes, that can be used to control this ",True,True,True,-14.8906,-19.1250,-15.0234
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,What law states that matter cannot be created or destroyed even when it changes?,True,True,True,-15.6562,-19.3750,-15.8828
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,Ionic bonds are formed between which ions?,True,True,True,-7.3125,-16.8164,-14.1328
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,What are atoms of the same element but with different numbers of neutrons called,False,True,True,7.4375,-16.5234,-12.3750
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,Nitrogen & sulfur oxide combine with rain to form what?,False,True,True,1.3125,-16.5195,-15.2031
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,What's the name for an organic compound in which halogen atoms are substituted f,False,True,True,4.5000,-15.3125,-16.4688
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,"Melting glaciers, rising temperatures and droughts are all impacts of what?",True,True,True,-9.5000,-15.3203,-17.1113
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,"The classes anthozoa, scyphozoa, cubozoa, and hydrozoa make up what phylum?",False,True,True,1.3750,-15.8750,-10.0625
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,"What do we call the phase of nuclear division, in which one nucleus divides and ",True,True,True,-15.7695,-19.1406,-18.2188
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,Bases turn red litmus paper which color?,True,True,True,-10.6562,-17.6758,-16.6328
59b21d2adbc8aeb7d1272b57f94d07d961cf8112476bac3dc3965706527a80b5,Mammalian sex determination is determined genetically by the presence of chromos,False,True,True,8.9375,-12.3750,-13.4531
5aebcd3347946c824254e282941f2290d2f5558c9ff4d18b116fe12bc6432466,What is the term for the distance between any two corresponding points on adjace,True,True,True,-8.8125,-15.2642,-17.7344
5af325bc6e29771297a7d9b3b33082db45f759378a47f70408b80e536f8173a8,The seven bones of the ankle are called the what?,True,True,True,-14.8594,-19.0938,-15.0625
5ffe4a411d668a603219b8508d8727ca5e0d1c9c7ec961398c4324e421f50265,What is a type of plant tissue consisting of undifferentiated cells that can con,True,True,True,-17.1162,-20.4062,-18.2344
615e53d88676086fc33a4ec1643b3b9372f1df9941c8919af9533b858c168cb5,A long strip of sand is referred to as what?,True,True,True,-11.6875,-19.2969,-18.0469
61f61c49fa8e53da2fd368165bddd59e5ef621a2b37a36c79954c8346723602e,"The outer ear, or ear canal, carries sound to the recessed protected what?",False,True,True,1.1875,-14.1250,-13.3906
6215cf61f682532748483804f0bec679f57e2deeb2019bd3c4e390f10a27f94f,Electronegativities are used to determine the polarity of covalent bonds. the po,True,True,True,-10.5938,-14.1875,-14.5000
6b6dae961d88a80107784712b74ddf87ea5065d3083b52d379ae2ec75cebb215,Which type of carbohydrate is glucose?,True,True,True,-11.8125,-17.6641,-11.6875
6bc77d7264217b8bfb37ed46f9fc8f6f03293dbe9224c882328d052099453476,What is an area in a body of water where nothing grows because there is too litt,True,True,True,-11.5625,-18.9844,-16.6055
6bc87279df1f0b1ff747915a2abedad7fcd660bf27fceefe7b6b4be661911960,Fungi are now classified as their own kingdom. what kingdom were they previously,True,True,True,-15.9062,-18.7812,-16.3340
6ce15494c22ddb7450de80c33b37e57d1f5c7c2c4f3608b8e11053de0e9d44f3,What term is used to descibe the movement of molecules from an area of high conc,True,True,True,-14.2812,-18.3750,-17.0625
6dd3c98e72585bcf228341dc2750f03d27c670e98803ecd3ede73796a9feeaf1,How do roots and stems grow?,True,True,True,-13.0312,-18.5703,-14.6094
6ddeecbc02f2ffe9006070f939bce5fa8999d16a0e6c024b39163206e364e10f,Ultraviolet light has higher frequencies and shorter wavelengths than visible li,True,True,True,-14.8750,-18.3594,-17.8594
6f17b25ae06b263b38dc906ddf0ee72e91d2235171291091a43585a1c55263a4,Caffeine and alcohol are two examples of what type of drug?,True,True,True,-8.9375,-13.1562,-15.2031
6f20891d4fbbf36a868ef4d6543496c6ca675d18fb0c79eeb2f864c4a2a65d1a,"What is the horizontal distance between two waves, measured at a common point (c",True,True,True,-16.1719,-18.3594,-18.8125
6fe3e27510c2d45cf3bc5f48a43f3f9b0f5bcfd61b08a8167b199bd40fc56c11,"Part of the fossil record, stromatolites belong to what rock group and are forme",True,True,True,-14.4629,-18.9531,-15.0898
6ffbd9b9795989778a37dfc5868aeb0b9078a0370e24e5ca96e692ad3a9dbb0a,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydro",True,True,True,-14.4688,-19.7812,-14.8828
76da1b679586705525ee875bdc8b0d1767d6ed57efa3f21fdafab78c35f4a084,"What results when volcanic ash encircles the globe, blocking the sun and lowerin",False,True,True,6.5000,-16.8750,-17.7344
788927faccfd32ff6d16678442de476ecad200eae740119b74261dc3094829fb,What is the process in which a substance naturally moves from an area of higher ,False,False,True,11.1562,1.8125,-7.9688
788c34ef73e5ccaf4376fc748a0275e60532beed1cab5c8e3bcc7dd363c8537c,"Sponges are part of what phylum, which gets its name from the latin for ""having ",True,True,True,-14.7500,-18.9531,-18.3750
7ac34260dc94d314d3558af30a19c45350584a3259272e494b7b690422dd661f,Acids are classified based on their what?,True,True,True,-9.5625,-13.9375,-13.4219
7ca502c87aaf48633f254cf4f029007113e462645d89eb77dc5336148736535b,Claw hammers and pulleys are examples of simple machines that do what to the dir,True,True,True,-16.2500,-20.1875,-16.2051
7d17895daf33aa644e6b588c7e429b6bfd5bc962e94b358e347c3f915384da54,What part of the plant absorbs water?,True,True,True,-10.5312,-15.0312,-14.1953
7e32fa7cf5ca42d16222f5523f4bea95acd53df81ba18e3de93b4e23833406dd,"Protists play critically important ecological roles as producers and, on the oth",True,True,True,-13.7812,-16.9453,-14.2500
801ea8780af5ab0b2c3cc77a3f4ac2b6c0bcddac3942f28db77284b3fab8c8b0,What is the protein in red blood cells that transports oxygen in the bloodstream,True,True,True,-18.0000,-20.0312,-16.7734
84ab9cc3d020ac95fe7fca05196e2a35dc0cf1eecf0da504facb46e1881eeb39,Photosynthesis takes the energy of sunlight and combines water and carbon dioxid,True,True,True,-15.1406,-17.1895,-15.1797
84b4aabec1529e21986e9e63913501fc41337699a474a00cf5b119c9a021868e,"Although quite different, beryllium, magnesium, calcium, strontium, barium, and ",True,True,True,-16.4023,-18.4062,-17.1484
86297af299924f76b8956048c63fa84a663c50aca292898344ed31a1cb48fd71,"Vertebrates - including fish, amphibians, reptiles, birds, and mammals - belong ",True,True,True,-11.9375,-18.7969,-16.0781
86919f6991beb95325ed45558f32834d3d57e83085e8390b259364160ef24e81,Cells may enter a period of rest known as what?,True,True,True,-10.5625,-17.7031,-18.2188
87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,"What are the substances that the body needs for energy, building materials, and ",True,True,True,-13.1250,-17.0312,-18.5156
89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,"Each hemisphere of the cerebrum consists of four parts, called what?",True,True,True,-1.5625,-15.7031,-17.2344
8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,"What are arteries, veins, and capillaries examples of?",True,True,True,-12.9062,-16.5820,-14.4375
8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,Glucose that remains in the filtrate of what organ is excreted?,True,True,True,-5.6875,-10.5312,-15.0664
8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,What do we call the microflora that aid in the digestion process?,True,True,True,-14.0938,-19.6875,-16.6406
8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,What pigment do slow fibers contain?,False,True,True,2.5625,-15.7812,-12.9219
9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,What is the volume of air inhaled and exhaled with each breath called?,True,True,True,-12.2812,-19.0625,-16.6133
9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,What happens to a cell's efficiency as it grows in size?,True,True,True,-11.0938,-16.3672,-15.5156
955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,What force makes objects seem lighter in water?,True,True,True,-10.7188,-19.0781,-16.5469
9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,"A wheel with a rope wrapped around it, hanging over a building, is an example of",True,True,True,-14.5938,-19.8750,-16.4434
991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,Which scale measures acids and bases and has 7 as a neutral value?,False,True,True,7.7500,-17.5000,-14.8438
9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,Relative humidity is related to the partial pressure of what in the air?,False,True,True,10.5000,-10.7188,-10.2500
9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,"What kind of model - which includes producers, consumers and decomposers - shows",True,True,True,-15.3438,-19.0469,-16.8555
9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,What property of materials describes the ease in which they can be molded into t,True,True,True,-1.5000,-14.7344,-16.9102
9fb3ba35b4c9be26de8fe444e1d8057bdc8018f5a3c044b453d270a222474319,What type of tissue makes up the brain and the nerves that connect the brain to ,True,True,True,-10.0938,-18.6094,-16.9297
a2c1a94c57d112205546cf50db6313a864cb117283441b2d9ceba73cdfdb5d4c,Body movements help circulate the hemolymph by periodically squeezing what?,False,True,True,11.0938,-7.1250,-7.5625
a3a450f9313ceaddb2009d36def5be6496af9497d6dacd33873b70792a7047d7,"Instead of insects, crustaceans are the dominant arthropods in what environment?",True,True,True,-17.6289,-17.8828,-14.9453
a4ae82dae765d416ea2a087fedfefe60d89e5f7da5262c2d1d12fc40956fc27b,Intraspecific competition occurs between members of the same what?,True,True,True,-9.8438,-16.4434,-16.1484
a6f1302baac87b0fda4e2648522e2317160e4b5cb7be118bd813d61557cdc3a8,Which glands produce milk after the birth of offspring?,True,True,True,-8.8750,-13.4375,-16.2119
a928a83babef545b9d62a4e50b0120478ba9b641722f710f84539cbcab78933e,What is the main way that wind causes erosion?,True,True,True,-12.0000,-18.9062,-15.1433
ad1614a31df5db29c425dece10e5666125bf46471cacda20678e408c7751b55b,What occurs whenever an unbalanced force acts on an object?,True,True,True,-14.2656,-18.0312,-12.3125
aee813e27e89661fc9afd1439ece3bb24fca269c35c599cc759ff24ddab57bef,What is performed to identify disease-causing genes?,True,True,True,-6.0000,-17.0625,-15.6406
b10e5786ee75f4f3ceb61466f5ae6502ae2ed584a3774015c01efaaac098caeb,Genetic variation produced in sexual life cycles contributes to what process?,True,True,True,-11.5000,-18.8438,-13.8906
bc9443215df6e659661924bfd50a16aacd685a79178c8e261d1879090e174438,What do we call the study of life and living things?,False,True,True,12.1719,-11.0625,-14.9531
c0a4432df2163f61270b31abc1cd02b4d758686d3080aac555dab98e4f269c2a,Plants take in carbon dioxide and give off what?,True,True,True,-14.7422,-21.3750,-18.0781
c491b430b29ef0c7341dc243289a6432e66d64339e24cb28b235957ddf51ea73,Why does the moon evolve around the earth rather than the sun?,True,True,True,-6.6250,-10.3438,-15.5352
c8ded625a3e1509e8f29407e3829f984e30c7a027c73183e023546d735e6a8b0,What is the cartilaginous structure that extends from the pharynx to the primary,True,True,True,-14.2344,-19.6094,-17.3086
c91329e2685632636eaaab9e0a16a9e716884030ecd7ec704d19ad29fe870db6,Prokaryotic cells lack what key structure and other membrane-bound organelles?,True,True,True,-13.5938,-17.8281,-15.0625
cac0fa7214cbe64d0ab89e006dbeb1ae517eefeda15cb3aa8bcd8b699fbf7f54,The largest phylum of the animal kingdom is what?,True,True,True,-13.9531,-18.6250,-17.1250
cc50a44f4933ce813b8cb212ba62698d3ce88e09c0bbc97b3982ded33080a34b,What kind of symmetry do most adult echinoderms possess?,False,True,True,9.9688,-7.8125,-15.7617
cdb209dfdd30b70226f07ea3b2a1d66934b12cde4d1418a7e0eb8415102cefbf,Oxygen and glucose are both reactants in the process of,True,True,True,-9.8750,-12.7188,-11.6250
cea8b197e0ac37ba00febf6c4e1bde145a44edf5947f2bfb92cd7b0acb1457db,Each female of a particular species can produce millions of these per year?,True,True,True,-12.6875,-16.6172,-13.4375
d0d48352cdbd19507f0a552246d2a2168bc1dfc2e3863af994305ead2aae7dd3,"Two plates may slide past each other in opposite directions, this is called what",True,True,True,-13.9688,-19.7812,-17.9375
d0dedac3786f3c50237add4d7bfb2121d310f476830a81ea6feb08305f5cf3e2,"The insect reaches full size, acquires wings, and becomes sexually mature after ",True,True,True,-8.7500,-16.4531,-18.0078
d31bdff62a5431cefbafc1ddcca80f33a7b9e4e9d9f4bde3097e57f2a64305ba,What is the name of matter that mechanical wave energy can only travel through?,False,True,True,12.2344,-12.9688,-15.8770
d35de5394da8e8af12e0fa779b01cf8497c1cc6f87f64264f948bc187b357d73,What is the pattern of spacing among individuals within the boundaries of the po,False,True,True,11.4844,-13.6875,-17.5078
d3f802c5c147cd1fb842715b1ad21f6f8e9faa2d9d00ce60d1fce94c4304ff1e,What are the most abundant source of energy found in most foods?,False,True,True,9.5938,-2.1875,-16.1484
d4241ccb0b12c49180c5b46a1c5f7c5fe602cec9b4deb75282437541050b5fcb,What do you call the angle at which waves strike a wall?,False,True,True,4.9375,-14.7969,-14.3281
d716b45450cc92f0207e397647f2e955120b268a9c3a06f632f6beb374da68a3,Excess dietary fat is stored as triglycerides in the body. what type of tissue i,True,True,True,-14.3438,-19.9844,-16.5859
d9c7c3a3d62120d82c1b75cbfaa8055c1c35fc78cc555030391d0f1e55c6d7cb,"In projectile motion, the horizontal displacement of an object is called its wha",True,True,True,-10.0938,-15.2969,-16.8672
db2cc1ea75160c34bce816a645a9c82d6f0612c69f4ddc628944665334960a3c,What do we use to keep track of electric potential energy?,False,True,True,10.9062,-11.0312,-13.7188
dbc748607fd562ae9060d46dab8422056efb10dc54a5f2c8b485d3a6bc8711fe,Radioactive isotopes have the same chemical properties as stable isotopes of the,True,True,True,-12.2812,-11.6250,-16.0078
df92f58df4cc2c2dbde60b361c69ab0eb8f2334109a3b3b00348f897e9ca68f9,Ammonium nitrate and ammonium sulfate are used in fertilizers as a source of wha,True,True,True,-5.6250,-17.9570,-17.7812
e13bf18f90782e12eff5b2a82e34a23f4c3da60257463a6615bef523cd15e752,What is another term for flagella?,True,True,True,-0.7500,-14.7656,-13.2344
e4af26a75545582e1ab872948ff9db6323497b6d05be6c0051b7211af10f7fd1,"Fragmentation with subsequent regeneration is a method of what, exhibited by ani",False,True,True,3.5000,-13.5156,-13.4375
eae655db4698b26b8506484e3d2964ae122201a1fc6e1efb5f1c16cdc3b64049,What is the name for the process of insects transforming from a young insect to ,True,True,True,-9.1875,-17.8359,-18.4688
eb6704eeee9a9abba2fc2f51151204c4a573f0e711c727c3beb28b780a34780c,Water waves act as a mix of longitudinal and what other kind of wave?,True,True,True,-10.2188,-18.0312,-13.7773
eb7109e266e4b82c5c40e57d34e79d881672c52b72920bfbadaae2073c969552,Stem cells are unspecialized cells that can reproduce themselves via cell divisi,True,True,True,-9.8125,-18.9492,-13.6406
ec40f07be49219f365f3c31b8e4fc0335a4215a20a4ad5fe8f4ba7470503754c,What term refers to a list of the elements that will replace the ones below them,True,True,True,-11.7812,-16.3906,-16.0781
eed93994a6adad820f6549e6e20cbe93f64f0060a52d3af8e31077710e1a77fe,What series of reactions is common to fermentation and cellular respiration?,True,True,True,-2.3125,-17.7773,-14.4844
ef98391de8f801b35fcec12d7b524a0be5c766b9c84d2e36603c105dbd8f7116,How much of its alleles does a plant pass on when it reproduces sexually?,True,True,True,-14.6406,-19.8906,-15.5508
ef9b265b3c0689deea4d6347e77e250fbb72b3d5b45768806264de9005b7c3e8,What part of vertebrates integrates the endocrine and nervous systems?,True,True,True,-8.9375,-14.0625,-17.2852
efdaacba8f4a5c0d58c0adb6ee32c5c86d760cdb66eda6c7f7d5f2f338b4caa5,What type of energy is the energy stored in an object due to its position?,True,True,True,-10.2500,-12.4062,-14.8320
f04c5f9198427ddb50a413ef41e9cf3d877b8ffdfa63e3349044daa372bb226c,What does k stand for on the periodic table?,True,True,True,-12.7812,-17.0645,-17.9531
f1db4d3c9b7d73d26d303534a6845276c17c7181324656367b0f21f9cb9a7bc9,"All the bones of the skull, except for the mandible, are joined to each other by",True,True,True,-14.2344,-19.8125,-18.0781
f20304d9829cd1ebda2d497ee0dd5a79bdc7f93d34b68baddcb228e99b81ebbe,What are all living things on earth formed of?,False,True,True,11.6250,-11.8750,-13.2188
f2a0372b48ecb146721a5a97015730fd57d998767bee00a9570618d5b4a15334,What is the term for a disease in which the immune system makes an inflammatory ,True,True,True,-11.1250,-17.2383,-16.0977
f37d2a4996b7b5ce70513d5a92bdd7b0e05be64b6c08b51aa368154fcfad91c4,"Typically, what feature of an angiosperm has four main parts known as the calyx,",True,True,True,-16.3066,-19.4219,-18.1406
f6de5c13ed4fd11307e97176a4d61e5186ee5234eb6a25331341e4aa82d86287,"What organ has four major regions: the cerebrum, the diencephalon, the stem, and",True,True,True,-14.7891,-19.0156,-17.0352
f792425150ef401049f0567570e52700cf4a65c670dbc40e2987e227ad7b818c,Protein molecules are made up of chains of small molecules made up of what kinds,True,True,True,-9.6562,-19.7188,-18.0000
f8a29966fb2123d58aa5371a0d5ef847b77b0d3a3efbd0e38dc667d80aa3db54,"Rems, rads, and curies are all used to measure what?",True,True,True,-18.4062,-20.1562,-15.7598
fa86e109c063366a399a71e8f1b5d56e1cd7ca60dcb9782a5c568d18bc8838d8,What is the name of the effect that causes air masses to move on a diagonal?,False,True,True,10.9062,-4.3750,-12.4688
fb5af5f7dd217463205da05462b43b882bc5694f0971c8bf093ea12e349625a6,What is the physical breakdown of chunks of food into smaller pieces?,True,True,True,-11.4375,-18.5547,-15.2930
fe8d6ea33b2967974ed5d5bb87deaec20c56d3847aeb51fca31b56797035a3a8,The small amount of energy input necessary for all chemical reactions to occur i,True,True,True,-6.5000,-16.5312,-17.7031
