source_group_id,question,r_o,r_s,OO_correct,OS_correct,SO_correct,SS_correct,OO_d_raw,OS_d_raw,SO_d_raw,SS_d_raw
1e775ec427e192a7277498b2b5f22a189e2fd5e4a7ebe9a5d7ceb04d0edb4bea,What makes nobel gases unreactive?,its electon configuration,connective tissue,True,True,True,False,15.5312,-22.3125,-18.6562,-15.0938
20ca76d8e4f85568513476a52df419d075d3dd5fc5ccecf57f95ac7dd8fc87e6,Epithelial cells are found in what body organ?,skin,entropy,True,True,True,False,18.3906,-20.0312,-18.7188,-15.3906
21b042f63c92b50654186c8fe4187eace9b61ae49c15626476e5b27ce23675bb,"Protozoa that cause malaria are spread by a vector, entering the blood through the bite of what insect?",mosquito,carbon dioxide,True,True,True,False,16.8594,-21.4375,-14.3984,-16.0352
21e85b4efb563c2c7d719cd82eed25f1248ca7f7c8365f703644ce3dc4ad3f31,Bacteria and archaea that survive under extreme conditions are called?,extremophiles,size and direction,True,True,True,False,16.3906,-20.5625,-14.7031,-10.0938
230f4886e25e9c27f1c5aeb6202ef50688d4072ec21a5516491ea31cdf4274d7,Amorphous selenium is a photosensitive what?,semiconductor,mammary,True,True,True,False,17.2344,-19.9062,-16.2422,-11.6250
23b2da192ff61c4753bc05910769816eed0a3667db2a4b773622bce58081ef84,What is the mode of breathing that occurs at rest and does not require the cognitive thought of the individual?,quiet breathing,causes pollution,True,True,True,False,17.3750,-21.8750,-17.2500,-13.1875
24b91442961df4239a123354c44e53dab4a44f7cff6e66fec314c22e1b1540ea,What are the outer planets of the solar system made of?,gases,cancer,True,True,True,False,19.4688,-18.9844,-17.6719,-9.0000
273e7a2bbe79fb45e3da5b01c63233ca2a0293e88be678371d45e6e734eb3687,"In the primary response to infection, what are secreted first from plasma cells?",antibodies,medium,True,True,True,True,15.3398,-19.0625,-16.0312,8.3438
2a20d544ff618b9501d9400c452e6e02e2e866fa2d6a08fb345c2ffb4f633edb,What is the three-dimensional structure of a single polypeptide called?,tertiary structure,electron affinity,True,True,True,False,18.1875,-21.6562,-17.6406,-19.0000
2b8a5200282c3f8748e7a842c78898590dde7c3432e54daf87ca95ce25b4c54e,What phase is pure chlorine present as?,gas,hydrolysis,True,True,True,False,17.7969,-21.3125,-15.6016,-9.6250
2dc8c8368d496987fff43c67a7613468467b611e116687d0980c83a39cd910aa,What is the term for sediment deposited by a glacier?,moraine,salivation,True,True,True,True,17.9062,-22.3125,-19.8750,10.7500
2f4703494c2a9ce69c4a05d3a0f85a95e69e0b7a1564dc0cfba14f55769487d6,What is the term for the interaction of waves with other waves?,wave interference,index fossils,True,True,True,False,16.5156,-22.6250,-11.0938,-17.7539
31bc2caab699df9cd3f29bcee3a64a7be3446b3056011e8d837007ac97aec033,Regular checkups with what type of specialist can detect skin cancers early?,dermatologist,mutation,True,True,True,False,15.7344,-21.2188,-16.3047,-13.4531
32433ec8d7c816d84564c39977c687496178d90300834bb1c8fb5dbe8c496afd,Cardiac muscle normally has what kind of oxygen-using metabolism?,aerobic,metamorphosis,True,True,True,False,18.8750,-21.6562,-14.5801,-11.1250
329dd7e54066ef13a3da213f7f3b6cff598c5899634f90f2aa842bf03bdfe22b,A homogeneous mixture composed of two or more substances is called a what?,solution,excitatory,True,True,True,False,17.7656,-20.9062,-14.4805,-18.6250
32a5842122bca8ce29d1bd38d6bee5bd0cd4ff77f6e85b6df20e866683e9e9d8,Periodic refers to something that does what?,repeat,antheridium,True,True,False,False,14.6953,-21.0625,7.8750,-15.6016
335059d400355094616bc325ef0848eda0060b94b91bf17aa229387a74b6c2fe,"The embryo sac consists of only a few cells, one of which is the what?",egg,light,True,True,True,False,16.4648,-22.5312,-17.0781,-16.1680
37fd7343def15a982f55039a6fd91953c9aec931123a52d0f01f0e4298e0f327,"In myasthenia gravis, antibodies bind to and block certain receptors on muscle cells, preventing what?",muscle contraction,asteroids,True,True,True,False,16.1016,-22.2188,-17.1172,-17.1211
38197b9f21a2cbc6219c9edadf1b00c23fd75944c8ed0462d4fb2984382e2454,What map coordinates correspond to similar climate zones and life zones?,altitude and latitude,nonvascular,True,True,True,True,17.1719,-18.8906,-18.8125,13.1484
3832009ffefb8053acc8f41b409ffc903ba02cb06ee1f396131afe3a64f7f714,What can be used to estimate the energy change of a chemical reaction?,bond energies,activation energy,True,True,True,True,15.5156,-21.7188,-20.7812,15.7969
3975f704337b080024800027d2e29bc96ed1f384966e94429dc7897299354c6c,What type of diseases are diseases that are caused by choices that people make in their daily lives?,lifestyle diseases,hydrogen ions,True,True,True,False,18.8750,-21.6250,-6.1250,-15.7578
398a76fc83c24119abafed142f0472b7bf7450ccca75cac5e41f71c680f8b506,What do you call air flowing over earth’s surface?,wind,concave,True,True,True,True,18.5469,-20.9062,-2.1875,10.2188
39f61c2d75b7fe6d51ef30f35eec36827fd3e075b56c61c3a34d13069985a50f,"The three features that are unique to the large intestine are the teniae coli, haustra, and what?",epiploic appendages,amorphous,True,True,True,True,19.0938,-19.5938,-20.1562,11.8125
3adcd84400767f05f41b0270094c7e4a8e857511c7e63e9255e8ee6eb09c1f2e,The effect of acetylcholine in heart muscle is inhibitory rather than what?,excitatory,downregulation,True,True,True,True,13.4688,-18.6875,-17.6719,13.1484
3d03e1bbfc46d35670f0c6fca59977c81f4a8cdc88a6bca7a3d60ab8063a471e,Pure substances have a constant composition and can only be changed by what?,chemical reactions,carbon dioxide,True,True,True,False,15.1680,-20.2188,-17.8281,-7.2500
3d13ddd9f6cad6c1c863e4fbdaa8409a5c0dfafcc2eea2766fabd1b1c6e015d6,What do plant cells have in addition to a cell wall and a large central vacuole?,plastids,nutrients,True,True,True,True,18.9375,-21.1562,-20.6562,10.0625
3d63d7febc2e16bbd6a1ae6283266aae607bf41661d0ebe4b433e6bbf8b36422,"Color blindness, hemophilia and muscular dystrophy are three x-linked what?",phenotypes,cilia,True,True,True,False,12.9531,-21.2500,-19.6250,-14.3594
3dd056aadf1ba84092fcc9b21ef87dd26564c3486de97f4306b599e30773fdc6,Unsaturated hydrocarbons with at least one triple bond are known as?,alkynes,adhesion,True,True,True,False,18.5938,-23.1250,-13.0781,-16.6211
3eb632ea98f9fce2b2a44308e6ff72c9c6ae3b443f9d0183474b60876eccb773,What forms when one substance dissolves into another?,solution,seeds,True,True,True,False,16.1094,-21.9062,-17.1016,-7.6875
3ee096de72cb3b0dfd08b81812498b3c90600256873b702dfe6c8228f2c9c0a4,What does the aqueous fluid between the chloroplast membrane and the grana known as?,stroma,kinetic,True,True,True,True,18.2500,-20.9062,-19.0000,10.6875
3f4368f134d45f2838ffaafce8c9a314e61a3bcb5d4e22c3fd0f72b73d01aa8a,What can have complex effects on soil nutrient concentrations?,prokaryotes,smooth muscle,True,True,True,False,15.8906,-20.8438,-16.5000,-3.0000
3f7112327a3cfef5de23e93e4a1880826ae70b39c367298aad1f40d9c3d98af2,Both the initiation and inhibition of cell division are triggered by events external to the cell when it is about to begin which process?,replication,interkinesis,True,True,True,True,13.0938,-19.0312,-19.2812,9.9375
406903d1cda4ad5f13b43d25e0af38e781a94521fedb3f39765befa05ecf9299,Earthquakes occur most often at which natural feature?,plate boundaries,fatty acids,True,True,True,False,17.1562,-21.6250,-19.1719,-17.9238
41488a0975678237b0b358441e37e50020b7824ca58dc2ad8b6b05dbf1dce1e4,"What phylum includes sponges, which are aquatic invertebrates?",porifera,volcanic winter,True,True,True,False,17.2969,-22.3438,-0.9375,-18.4844
41972e19b17353b471daa83ca263985b90734a684c6cf04de158ceba557bba20,What is the remarkable ring of light around the sun called?,corona,chordata,True,True,True,False,16.7383,-22.9062,-17.2188,-13.2812
41bd5c2285dcb3536e999fcd7e2cde21de5cfa8bb2e9842810c6ae8f29e05588,Many replication forks develop along a what?,chromosome,population,True,True,True,False,17.8750,-22.5625,-21.3125,-1.8750
41f4f125f31ef8e2c24b2b54d17e9ec1332933a5182bb658df2b71e74210f07a,What kind of feeders are sponges?,filter feeders,equator,True,True,True,False,17.4141,-17.9219,-20.4062,-7.8125
425597e7c6465516510ec8386f5266b416983270bf2da29be80104b652ec25af,Electric motors transform electrical energy into what other form of energy?,kinetic,mutation,True,True,True,False,17.2266,-22.0938,-13.9375,-18.1250
4271cfe8b61a8a3393e85c06aa38d43ea9b075538d57c363e9ce3260328b75b4,Fungi that reproduce sexually create what?,a zygospore,geotropism,True,True,True,False,14.0596,-22.0312,-14.5898,-9.5000
439ffe75992797ee13316de00c9d6aa9971cb83d549d64af220f741dded7b4d2,"What are an important predators of mosquitoes, that can be used to control this pest?",dragonflies,myoglobin,True,True,True,False,15.4546,-21.2188,-17.1562,-12.8125
47ccd792c57b9a4d617bbe4826f0c86753850106491369e516ebbb767746ddec,What law states that matter cannot be created or destroyed even when it changes?,conservation of mass,speed of sound,True,True,True,False,17.5000,-21.6875,-5.1875,-17.4551
4ac100f8d53d9f95785c499a24bff4d96fdeced0966b21ee7403971c9268cd5a,Ionic bonds are formed between which ions?,with opposite charges,gravitational,True,True,True,False,18.4688,-20.2812,-15.6953,-13.5312
4c22a7020fcc075f9f948b5b4c877ceab447932756009ccd5e0296cb1c4146fd,What are atoms of the same element but with different numbers of neutrons called?,isotopes,plucking,True,True,True,False,17.8594,-21.4375,-10.2188,-9.6250
50e89b0ddd95fe081a170155268d88b5637809604696c7a6f1e8c642f2b54c5a,Nitrogen & sulfur oxide combine with rain to form what?,acid rain,cancer,True,True,True,False,17.0000,-22.7188,-12.3750,-11.6562
510f55edebf39d8098e25f20bf735eb0ce82fee4ce7abf755d8d378d0ae4f9c5,What's the name for an organic compound in which halogen atoms are substituted for hydrogen in a hydrocarbon?,alkyl halide,reactions,True,True,True,False,17.3906,-20.6875,-8.3750,-14.4844
52aba3c550dabe11b7e047ff5a4addc223e7b2d24ee14924ca69cfc2dae3b724,"Melting glaciers, rising temperatures and droughts are all impacts of what?",global warming,impulse,True,True,False,False,14.4863,-20.8750,4.1875,-13.3281
53a9a275a436d8bd4aa6f496fd454816a1ff515b21770e062f15a0df2cb4322d,"The classes anthozoa, scyphozoa, cubozoa, and hydrozoa make up what phylum?",cnidaria,rocks,True,True,True,False,16.9688,-20.2500,-1.1875,-8.4375
55bfeb38bb86d674bb85783339e06d4ca643b0f5c853ac48be50f1c5d7d61737,"What do we call the phase of nuclear division, in which one nucleus divides and becomes two nuclei?",mitosis,raise sea levels,True,True,True,False,17.1562,-22.1875,-17.0469,-19.2656
56295692530fff758ebf02124a935e66aace3d3a9b0fb05e6722c4c59406320d,Mutations in what type of regulatory gene can cause misplacement of structures in an animal?,homeotic,lipid-soluble hormones,True,True,True,True,14.1328,-22.2812,-18.5781,1.6875
56b5b5d57e2db717fd38c32b39134d4a952db244beb8ba70c8bb0c9abcfbff87,Bases turn red litmus paper which color?,blue,lifestyle diseases,True,True,True,False,15.3638,-20.1562,-18.7812,-16.5078
58216f6a2c4312095699a92dde2ec6bc05825a71c6fd9a3b626ee32be792f58c,"Cells of what category of organisms can be organized at the level of cells, tissues, organs, and organ systems?",multicellular,filter feeders,True,True,True,True,14.4531,-19.2188,-11.4219,10.0000
5853dac42c8100da6718a861125bb63c48ba2105a68839a98f110fcb506f21e8,What is the term for the transfer of heat by a current?,convection,radioactive,True,True,True,True,15.9375,-20.0312,-19.1094,2.8125
59b21d2adbc8aeb7d1272b57f94d07d961cf8112476bac3dc3965706527a80b5,Mammalian sex determination is determined genetically by the presence of chromosomes identified by what letters?,x and y,torr,True,True,True,False,16.3750,-22.0625,-13.1094,-10.7500
5aebcd3347946c824254e282941f2290d2f5558c9ff4d18b116fe12bc6432466,What is the term for the distance between any two corresponding points on adjacent waves?,wavelength,circulatory system,True,True,False,False,17.0156,-23.4688,3.8750,-17.0625
5af325bc6e29771297a7d9b3b33082db45f759378a47f70408b80e536f8173a8,The seven bones of the ankle are called the what?,tarsals,oxygen,True,True,True,False,16.8906,-20.8125,-18.3281,-17.4336
5c17097227a0fb55737cf52c70ec318d3ba1110d71a8c71b697802393b2c64df,What level is a feeding position in a food chain or web?,trophic,aquatic,True,True,True,True,15.9375,-20.5000,-18.5312,14.5000
5da4110576e81a798a7c9eb3d4e2c0637adfdb17a24836f5997ee49a554c1edd,What mineral is stored and is maintained at normal levels in blood by the skeletal system?,calcium,alkaline earth metals,True,True,False,True,17.6406,-19.9375,6.0000,15.6406
5ffe4a411d668a603219b8508d8727ca5e0d1c9c7ec961398c4324e421f50265,What is a type of plant tissue consisting of undifferentiated cells that can continue to divide and differentiate?,meristem,convection,True,True,True,False,16.7812,-21.9062,-9.5000,-18.0977
615e53d88676086fc33a4ec1643b3b9372f1df9941c8919af9533b858c168cb5,A long strip of sand is referred to as what?,a barrier island,radial symmetry,True,True,True,False,9.2812,-21.2188,-19.2188,-18.8438
61f61c49fa8e53da2fd368165bddd59e5ef621a2b37a36c79954c8346723602e,"The outer ear, or ear canal, carries sound to the recessed protected what?",eardrum,vascular,True,True,True,False,12.4688,-21.3125,-21.0938,-12.7500
6215cf61f682532748483804f0bec679f57e2deeb2019bd3c4e390f10a27f94f,Electronegativities are used to determine the polarity of covalent bonds. the polarity of a covalent bond can be judged by determining the difference of the electronegativities of what involved in the covalent bond?,two atoms,speciation,True,True,True,False,18.9219,-20.7188,-10.5938,-16.0312
6255ffb540c8565db9b69a1e2e888c6be68f9efe8cfe9d8374f3e350a40ab457,"Reduction often involves the gain of hydrogen, the loss of oxygen, or the gain of what?",electrons,long-chain fatty acids,True,True,True,True,16.5166,-22.2500,-18.1875,10.6562
6b2143e219142ba475d18f254b29ea753624c43f12e7092097d953e83ba3000a,Correlation is different from what term that refers to the factor that is producing the effect?,causation,prokaryotes,True,True,True,True,13.9531,-19.9062,-12.2969,3.8125
6b6dae961d88a80107784712b74ddf87ea5065d3083b52d379ae2ec75cebb215,Which type of carbohydrate is glucose?,simple,viruses,True,True,True,False,12.4688,-22.2500,-17.8984,-15.4688
6bc77d7264217b8bfb37ed46f9fc8f6f03293dbe9224c882328d052099453476,What is an area in a body of water where nothing grows because there is too little oxygen known as?,dead zone,denatured proteins,True,True,True,False,15.9766,-22.6875,-18.2500,-17.8672
6bc87279df1f0b1ff747915a2abedad7fcd660bf27fceefe7b6b4be661911960,Fungi are now classified as their own kingdom. what kingdom were they previously a part of?,plants,arterial,True,True,True,False,13.3906,-18.6875,-19.9688,-15.3438
6bebdee54546eedaf50b51ca9d6ae84301d1fc8651a5422c8f161163c5b906dc,Most air pollutants can be traced to what source ?,fossil fuels,suspension,True,True,True,True,18.4844,-19.1250,-22.0000,4.0625
6cdd3522d9eaedecac19afc40a9005f527a589edcb5b98bbe453230b5d0ca2bd,The energy released during an earthquake is called what?,magnitude,x and y,True,True,True,True,15.7734,-20.8438,-18.3750,14.7969
6ce15494c22ddb7450de80c33b37e57d1f5c7c2c4f3608b8e11053de0e9d44f3,What term is used to descibe the movement of molecules from an area of high concentration of the molecules to an area with a lower concentration?,diffusion,friction,True,True,True,False,17.4375,-23.5000,-13.3750,-18.6406
6dd3c98e72585bcf228341dc2750f03d27c670e98803ecd3ede73796a9feeaf1,How do roots and stems grow?,indeterminately,alloys,True,True,True,False,17.4141,-19.5469,-15.6797,-17.5293
6ddeecbc02f2ffe9006070f939bce5fa8999d16a0e6c024b39163206e364e10f,"Ultraviolet light has higher frequencies and shorter wavelengths than visible light, which means it has more what?",energy,periodic table,True,True,True,False,17.1484,-21.8750,-15.7812,-18.3438
6e10294b05a6de9d4e5483961b207eeec4a804817c437c5ffa5577336edac801,What is a threat against civilized people called?,bioterrorism,air pressure,True,True,True,True,15.2988,-19.5625,-19.5000,11.5312
6f17b25ae06b263b38dc906ddf0ee72e91d2235171291091a43585a1c55263a4,Caffeine and alcohol are two examples of what type of drug?,psychoactive,joules,True,True,True,False,12.3125,-20.1875,-18.0781,-13.5000
6f20891d4fbbf36a868ef4d6543496c6ca675d18fb0c79eeb2f864c4a2a65d1a,"What is the horizontal distance between two waves, measured at a common point (crest to crest or trough to trough), called?",wavelength,fossils,True,True,True,False,18.2344,-23.5000,-18.9219,-19.7812
6fe3e27510c2d45cf3bc5f48a43f3f9b0f5bcfd61b08a8167b199bd40fc56c11,"Part of the fossil record, stromatolites belong to what rock group and are formed when minerals are precipitated out of water by prokaryotes in a microbial mat?",sedimentary,different plants,True,True,True,False,18.1641,-19.4062,-8.4062,-16.4258
6ffbd9b9795989778a37dfc5868aeb0b9078a0370e24e5ca96e692ad3a9dbb0a,"A phospholipid bilayer is made up of two layers of phospholipids, in which hydrophobic fatty acids are in the middle of the what?",plasma membrane,human papilloma virus,True,True,True,False,10.9375,-21.2812,-17.4688,-16.9219
71f1274bf08beee7a3769accd9e3c8a51314d5289247f9e114fb8bafa53bb1ac,What prevents an object from moving in a straight line at a constant speed?,force,terminal speed,True,True,True,True,17.7812,-20.3125,-17.2500,14.6641
76da1b679586705525ee875bdc8b0d1767d6ed57efa3f21fdafab78c35f4a084,"What results when volcanic ash encircles the globe, blocking the sun and lowering the temperature of the entire planet?",volcanic winter,a virtual image,True,True,True,False,17.2344,-21.8125,-17.9219,-14.7969
788876e1b5c09ad34b156c2244f70441c80075d509e1527ec22555a72eeb7db6,Living things on the ocean floor are known as?,benthos,biodiversity,True,True,True,True,16.5625,-21.0625,-11.9375,9.3125
788927faccfd32ff6d16678442de476ecad200eae740119b74261dc3094829fb,What is the process in which a substance naturally moves from an area of higher to lower concentration called?,diffusion,motion,True,True,True,False,17.3125,-19.8750,-14.2188,-5.0000
788c34ef73e5ccaf4376fc748a0275e60532beed1cab5c8e3bcc7dd363c8537c,"Sponges are part of what phylum, which gets its name from the latin for ""having pores""?",porifera,population growth,True,True,True,False,15.6406,-22.2812,-7.3750,-16.8906
7ac34260dc94d314d3558af30a19c45350584a3259272e494b7b690422dd661f,Acids are classified based on their what?,ionization in water,reducing and reusing,True,True,True,False,17.4688,-21.2812,-19.1875,-8.3750
7ca502c87aaf48633f254cf4f029007113e462645d89eb77dc5336148736535b,Claw hammers and pulleys are examples of simple machines that do what to the direction of force applied by the user?,reverse it,marine habitat,True,True,True,False,14.9688,-21.0000,-14.4297,-18.1094
7d17895daf33aa644e6b588c7e429b6bfd5bc962e94b358e347c3f915384da54,What part of the plant absorbs water?,roots,metamorphosis,True,True,True,False,16.6250,-21.8125,-15.8828,-11.0938
7e32fa7cf5ca42d16222f5523f4bea95acd53df81ba18e3de93b4e23833406dd,"Protists play critically important ecological roles as producers and, on the other end of food webs, as what?",decomposers,group of atoms,True,True,True,False,17.8906,-19.0625,-18.0781,-15.8359
801ea8780af5ab0b2c3cc77a3f4ac2b6c0bcddac3942f28db77284b3fab8c8b0,What is the protein in red blood cells that transports oxygen in the bloodstream?,hemoglobin,the shell,True,True,False,False,15.9062,-22.6250,2.0000,-17.5156
84ab9cc3d020ac95fe7fca05196e2a35dc0cf1eecf0da504facb46e1881eeb39,Photosynthesis takes the energy of sunlight and combines water and carbon dioxide to produce sugar and oxygen as this?,waste product,asexual reproduction,True,True,True,False,7.6875,-20.1875,-17.4609,-15.0938
84b4aabec1529e21986e9e63913501fc41337699a474a00cf5b119c9a021868e,"Although quite different, beryllium, magnesium, calcium, strontium, barium, and radium are all classified as what type of metals?",alkaline earth metals,reactions,True,True,False,False,18.7656,-20.1562,1.0625,-17.1719
86297af299924f76b8956048c63fa84a663c50aca292898344ed31a1cb48fd71,"Vertebrates - including fish, amphibians, reptiles, birds, and mammals - belong to what phylum?",chordata,surface tension,True,True,True,False,16.8672,-21.1875,-16.2656,-16.4062
86919f6991beb95325ed45558f32834d3d57e83085e8390b259364160ef24e81,Cells may enter a period of rest known as what?,interkinesis,thermal insulators,True,True,True,False,15.6797,-20.3750,-17.4531,-17.9062
87f8c0fd0b06dd3ec294b9dd1326d4154e4e63e85e0d9c6abca67da45ad29605,"What are the substances that the body needs for energy, building materials, and control of body processes?",nutrients,convex,True,True,True,False,17.5625,-19.6875,-16.5625,-16.1250
895b905fe243a9dd7b626e5d8e0985821bbf640290f5d6837b2433b3780ec4a6,"By maintaining a relatively constant internal environment even when the external environment changes significantly, an animal achieves what?",homeostasis,one,True,True,False,True,15.7051,-18.1719,0.1875,13.9219
89e01c538ebbb197fda81d378cfb9526161fa6370e6b72b1af232bc48d51f4a2,"Each hemisphere of the cerebrum consists of four parts, called what?",lobes,solar panels,True,True,True,False,16.9062,-22.7188,-4.1875,-14.7812
8a997b3cc2c043287907667bd7d69ee45a4c50724967de92fba36f9e4a8076d4,"What are arteries, veins, and capillaries examples of?",blood vessels,speed,True,True,True,False,17.9844,-20.3125,-9.5938,-12.5000
8c4e292978fa72f89377d47c958fcb532d76bf1fc00a70f9d4e1966f067c29d5,Glucose that remains in the filtrate of what organ is excreted?,kidney,aldehydes,True,True,True,False,15.5781,-20.9375,-17.1719,-11.8125
8e63f950b177c6f1acee25e35005d2a081fbdc51abe07d934642ad1e7b23256b,What do we call the microflora that aid in the digestion process?,intestinal flora,alloys,True,True,True,False,16.5625,-21.8438,-15.4983,-18.0430
8fce14c379feba472876fb2aa26bac14c2f1373c3764020af2347decdd813f21,What pigment do slow fibers contain?,myoglobin,gas,True,True,True,False,15.5645,-19.9375,-17.1094,-13.8594
9015a63195c2e27cd74439ad9d40649115256058f8218ba88e280ff140087102,What is the volume of air inhaled and exhaled with each breath called?,tidal volume,electric circuit,True,True,True,False,17.8438,-24.0312,-8.7188,-16.3906
9272c3b8d12a64ff6030063a0a5ddeb2ebac32976a533c022723bb2a8743d4d2,What happens to a cell's efficiency as it grows in size?,decreases,face and ears,True,True,True,False,16.7566,-20.4062,-15.5703,-10.6562
92aafe1dda864da442bd8a0884ef9728e8135620225fa175ec14144edffec931,What is the term for the change in momentum vector?,impulse,ethmoid,True,True,True,True,16.7031,-20.6562,-16.4531,1.1250
955271f457a865b6538de58e05ec976217c17a96cc31ccb2c72e86fe77e6cce0,What force makes objects seem lighter in water?,buoyant,glycolysis,True,True,True,False,15.7969,-21.7500,-17.3594,-15.9980
9605a6042a7f9978526d1a45d4d230805e7843b08bcf7d058bbf8d93fcdc7147,"A wheel with a rope wrapped around it, hanging over a building, is an example of what type of machine?",pulley,multicellular female gametophytes,True,True,True,False,17.1719,-22.8125,-16.0703,-17.1523
991e13498e76b0fa28ad7f9a37a2033c1dcd871ee5f9c8a0a038797010bc4e6f,Which scale measures acids and bases and has 7 as a neutral value?,ph,a seed,True,True,True,False,14.3281,-21.2500,-18.2500,-11.8438
996c03db13b8afd1e8707f383cef74de8100202bf05fe3c73c48798528923df0,Most protein antigens require signals from helper t cells (th2) to proceed to make what?,antibody,vesicle coats,True,True,True,True,16.9463,-21.4375,-18.0938,11.7500
9a48b8a8d35c10c9696fa88651a5e839600948a47294a46721caa270613cc5cd,Relative humidity is related to the partial pressure of what in the air?,water vapor,stronger,True,True,True,False,18.1250,-19.9688,-0.3750,-5.3125
9a95b89b7aed4069296c76ff091de2e4b363583c73a648a5c37edbc80ebe97ee,"What kind of model - which includes producers, consumers and decomposers - shows the interactions between organisms across trophic levels?",food web,atomic energy levels,True,True,True,False,15.3008,-22.6562,-13.8438,-19.0625
9cd58e1d566fb4441d8b7dbbbe6746c56c82824181c0896e95ccbc243d4f2626,Cancers are caused by a series of what?,mutations,catabolic and anabolic,True,True,True,True,16.5234,-21.8750,-19.2500,15.3242
9fac6c285cc8c76a315fdb0ebc87d9b13258b066e1a43bf98a0b3f0c4041ec93,What property of materials describes the ease in which they can be molded into thin sheets?,malleability,precipitation,True,True,True,False,15.4492,-21.3750,-19.3281,-14.7500
